Month,Company Account,Merchant Account,Pricing Plan,Statement Number,Product/Service,Pricing Type,Statement Currency,Revenue,Costs,Margin
2025-04,OolioGroup,Bepoz_POS_Stitch_Bar,blend11,STM202504015079,AcquiringService,blend,AUD,427.74,24.47,403.27
2025-04,OolioGroup,Bepoz_POS_Stitch_Bar,blend11,STM202504015079,AcquiringService,interchange,AUD,0,129.44,-129.44
2025-04,OolioGroup,Bepoz_POS_Stitch_Bar,blend11,STM202504015079,AcquiringService,ixMarkup,AUD,0,7.41,-7.41
2025-04,OolioGroup,Bepoz_POS_Stitch_Bar,blend11,STM202504015079,AcquiringService,schemeFee,AUD,0,56.70,-56.70
2025-04,OolioGroup,Bepoz_POS_Stitch_Bar,blend11,STM202504015079,NonTransactionalSchemeFee,asIs,AUD,1.54,1.54,0.00
2025-04,OolioGroup,Bepoz_POS_Stitch_Bar,blend11,STM202504015079,ProcessingService,fee,AUD,0,19.65,-19.65
2025-04,OolioGroup,Bepoz_POS_Stitch_Bar,blend11,STM202504015079,SalesDayPayout,blend,AUD,0,5.20,-5.20
2025-04,OolioGroup,Bepoz_POS_Tenterfield_Golf_Club,blend11,STM202504015113,AcquiringService,asIs,AUD,0,0.34,-0.34
2025-04,OolioGroup,Bepoz_POS_Tenterfield_Golf_Club,blend11,STM202504015113,AcquiringService,blend,AUD,4259.24,66.10,4193.14
2025-04,OolioGroup,Bepoz_POS_Tenterfield_Golf_Club,blend11,STM202504015113,AcquiringService,interchange,AUD,0,861.12,-861.12
2025-04,OolioGroup,Bepoz_POS_Tenterfield_Golf_Club,blend11,STM202504015113,AcquiringService,ixMarkup,AUD,0,55.94,-55.94
2025-04,OolioGroup,Bepoz_POS_Tenterfield_Golf_Club,blend11,STM202504015113,AcquiringService,schemeFee,AUD,0,256.60,-256.60
2025-04,OolioGroup,Bepoz_POS_Tenterfield_Golf_Club,blend11,STM202504015113,NonTransactionalSchemeFee,asIs,AUD,8.93,8.93,0.00
2025-04,OolioGroup,Bepoz_POS_Tenterfield_Golf_Club,blend11,STM202504015113,ProcessingService,fee,AUD,0,188.10,-188.10
2025-04,OolioGroup,Bepoz_POS_Tenterfield_Golf_Club,blend11,STM202504015113,SalesDayPayout,blend,AUD,0,51.73,-51.73
2025-04,OolioGroup,Bepoz_POS_TheCodePizzaBar,blend11,STM202504015076,AcquiringService,asIs,AUD,0,0.04,-0.04
2025-04,OolioGroup,Bepoz_POS_TheCodePizzaBar,blend11,STM202504015076,AcquiringService,blend,AUD,336.26,20.20,316.06
2025-04,OolioGroup,Bepoz_POS_TheCodePizzaBar,blend11,STM202504015076,AcquiringService,interchange,AUD,0,113.19,-113.19
2025-04,OolioGroup,Bepoz_POS_TheCodePizzaBar,blend11,STM202504015076,AcquiringService,ixMarkup,AUD,0,5.77,-5.77
2025-04,OolioGroup,Bepoz_POS_TheCodePizzaBar,blend11,STM202504015076,AcquiringService,schemeFee,AUD,0,51.36,-51.36
2025-04,OolioGroup,Bepoz_POS_TheCodePizzaBar,blend11,STM202504015076,NonTransactionalSchemeFee,asIs,AUD,1.38,1.38,0.00
2025-04,OolioGroup,Bepoz_POS_TheCodePizzaBar,blend11,STM202504015076,ProcessingService,fee,AUD,0,10.32,-10.32
2025-04,OolioGroup,Bepoz_POS_TheCodePizzaBar,blend11,STM202504015076,SalesDayPayout,blend,AUD,0,4.08,-4.08
2025-04,OolioGroup,Bepoz_POS_The_Criterion_Hotel_Sale,blend11,STM202504014882,AcquiringService,asIs,AUD,0,0.92,-0.92
2025-04,OolioGroup,Bepoz_POS_The_Criterion_Hotel_Sale,blend11,STM202504014882,AcquiringService,blend,AUD,2084.89,106.40,1978.49
2025-04,OolioGroup,Bepoz_POS_The_Criterion_Hotel_Sale,blend11,STM202504014882,AcquiringService,interchange,AUD,0,491.34,-491.34
2025-04,OolioGroup,Bepoz_POS_The_Criterion_Hotel_Sale,blend11,STM202504014882,AcquiringService,ixMarkup,AUD,0,31.95,-31.95
2025-04,OolioGroup,Bepoz_POS_The_Criterion_Hotel_Sale,blend11,STM202504014882,AcquiringService,schemeFee,AUD,0,142.79,-142.79
2025-04,OolioGroup,Bepoz_POS_The_Criterion_Hotel_Sale,blend11,STM202504014882,NonTransactionalSchemeFee,asIs,AUD,8.04,8.04,0.00
2025-04,OolioGroup,Bepoz_POS_The_Criterion_Hotel_Sale,blend11,STM202504014882,ProcessingService,fee,AUD,0,62.01,-62.01
2025-04,OolioGroup,Bepoz_POS_The_Criterion_Hotel_Sale,blend11,STM202504014882,SalesDayPayout,blend,AUD,0,25.32,-25.32
2025-04,OolioGroup,Bepoz_POS_The_Grilling_Greeks_Coburg,blend11,STM202504014826,AcquiringService,asIs,AUD,0,0.08,-0.08
2025-04,OolioGroup,Bepoz_POS_The_Grilling_Greeks_Coburg,blend11,STM202504014826,AcquiringService,blend,AUD,384.35,6.09,378.26
2025-04,OolioGroup,Bepoz_POS_The_Grilling_Greeks_Coburg,blend11,STM202504014826,AcquiringService,interchange,AUD,0,69.56,-69.56
2025-04,OolioGroup,Bepoz_POS_The_Grilling_Greeks_Coburg,blend11,STM202504014826,AcquiringService,ixMarkup,AUD,0,5.08,-5.08
2025-04,OolioGroup,Bepoz_POS_The_Grilling_Greeks_Coburg,blend11,STM202504014826,AcquiringService,schemeFee,AUD,0,25.04,-25.04
2025-04,OolioGroup,Bepoz_POS_The_Grilling_Greeks_Coburg,blend11,STM202504014826,NonTransactionalSchemeFee,asIs,AUD,1.30,1.30,0.00
2025-04,OolioGroup,Bepoz_POS_The_Grilling_Greeks_Coburg,blend11,STM202504014826,ProcessingService,fee,AUD,0,18.54,-18.54
2025-04,OolioGroup,Bepoz_POS_The_Grilling_Greeks_Coburg,blend11,STM202504014826,SalesDayPayout,blend,AUD,0,4.67,-4.67
2025-04,OolioGroup,Bepoz_POS_The_Oxford_Scholar,blend11,STM202504014976,AcquiringService,asIs,AUD,0,1.96,-1.96
2025-04,OolioGroup,Bepoz_POS_The_Oxford_Scholar,blend11,STM202504014976,AcquiringService,blend,AUD,3812.43,84.44,3727.99
2025-04,OolioGroup,Bepoz_POS_The_Oxford_Scholar,blend11,STM202504014976,AcquiringService,interchange,AUD,0,1009.70,-1009.70
2025-04,OolioGroup,Bepoz_POS_The_Oxford_Scholar,blend11,STM202504014976,AcquiringService,ixMarkup,AUD,0,57.20,-57.20
2025-04,OolioGroup,Bepoz_POS_The_Oxford_Scholar,blend11,STM202504014976,AcquiringService,schemeFee,AUD,0,519.50,-519.50
2025-04,OolioGroup,Bepoz_POS_The_Oxford_Scholar,blend11,STM202504014976,NonTransactionalSchemeFee,asIs,AUD,7.49,7.49,0.00
2025-04,OolioGroup,Bepoz_POS_The_Oxford_Scholar,blend11,STM202504014976,ProcessingService,fee,AUD,0,372.99,-372.99
2025-04,OolioGroup,Bepoz_POS_The_Oxford_Scholar,blend11,STM202504014976,SalesDayPayout,blend,AUD,0,46.31,-46.31
2025-04,OolioGroup,Bepoz_POS_The_Palace_Arcade,blend11,STM202504015010,AcquiringService,asIs,AUD,0,0.28,-0.28
2025-04,OolioGroup,Bepoz_POS_The_Palace_Arcade,blend11,STM202504015010,AcquiringService,blend,AUD,1072.75,23.11,1049.64
2025-04,OolioGroup,Bepoz_POS_The_Palace_Arcade,blend11,STM202504015010,AcquiringService,interchange,AUD,0,250.60,-250.60
2025-04,OolioGroup,Bepoz_POS_The_Palace_Arcade,blend11,STM202504015010,AcquiringService,ixMarkup,AUD,0,17.22,-17.22
2025-04,OolioGroup,Bepoz_POS_The_Palace_Arcade,blend11,STM202504015010,AcquiringService,schemeFee,AUD,0,101.57,-101.57
2025-04,OolioGroup,Bepoz_POS_The_Palace_Arcade,blend11,STM202504015010,NonTransactionalSchemeFee,asIs,AUD,2.96,2.96,0.00
2025-04,OolioGroup,Bepoz_POS_The_Palace_Arcade,blend11,STM202504015010,ProcessingService,fee,AUD,0,60.99,-60.99
2025-04,OolioGroup,Bepoz_POS_The_Palace_Arcade,blend11,STM202504015010,SalesDayPayout,blend,AUD,0,13.03,-13.03
2025-04,OolioGroup,Bepoz_POS_The_Welcome_Hotel,blend11,STM202504014873,AcquiringService,asIs,AUD,0,1.35,-1.35
2025-04,OolioGroup,Bepoz_POS_The_Welcome_Hotel,blend11,STM202504014873,AcquiringService,blend,AUD,6446.32,569.07,5877.25
2025-04,OolioGroup,Bepoz_POS_The_Welcome_Hotel,blend11,STM202504014873,AcquiringService,interchange,AUD,0,1639.92,-1639.92
2025-04,OolioGroup,Bepoz_POS_The_Welcome_Hotel,blend11,STM202504014873,AcquiringService,ixMarkup,AUD,0,107.87,-107.87
2025-04,OolioGroup,Bepoz_POS_The_Welcome_Hotel,blend11,STM202504014873,AcquiringService,schemeFee,AUD,0,586.27,-586.27
2025-04,OolioGroup,Bepoz_POS_The_Welcome_Hotel,blend11,STM202504014873,NonTransactionalSchemeFee,asIs,AUD,20.43,20.43,0.00
2025-04,OolioGroup,Bepoz_POS_The_Welcome_Hotel,blend11,STM202504014873,ProcessingService,fee,AUD,0,337.41,-337.41
2025-04,OolioGroup,Bepoz_POS_The_Welcome_Hotel,blend11,STM202504014873,SalesDayPayout,blend,AUD,0,78.29,-78.29
2025-04,OolioGroup,Bepoz_POS_The_Windsor_Alehouse,blend11,STM202504015074,AcquiringService,asIs,AUD,0,0.92,-0.92
2025-04,OolioGroup,Bepoz_POS_The_Windsor_Alehouse,blend11,STM202504015074,AcquiringService,blend,AUD,2138.80,76.51,2062.29
2025-04,OolioGroup,Bepoz_POS_The_Windsor_Alehouse,blend11,STM202504015074,AcquiringService,interchange,AUD,0,623.49,-623.49
2025-04,OolioGroup,Bepoz_POS_The_Windsor_Alehouse,blend11,STM202504015074,AcquiringService,ixMarkup,AUD,0,34.00,-34.00
2025-04,OolioGroup,Bepoz_POS_The_Windsor_Alehouse,blend11,STM202504015074,AcquiringService,schemeFee,AUD,0,371.18,-371.18
2025-04,OolioGroup,Bepoz_POS_The_Windsor_Alehouse,blend11,STM202504015074,NonTransactionalSchemeFee,asIs,AUD,7.03,7.03,0.00
2025-04,OolioGroup,Bepoz_POS_The_Windsor_Alehouse,blend11,STM202504015074,ProcessingService,fee,AUD,0,159.81,-159.81
2025-04,OolioGroup,Bepoz_POS_The_Windsor_Alehouse,blend11,STM202504015074,SalesDayPayout,blend,AUD,0,25.98,-25.98
2025-04,OolioGroup,Bepoz_POS_Tigers_Den_Melbourne,blend11,STM202504015004,AcquiringService,asIs,AUD,0,1.20,-1.20
2025-04,OolioGroup,Bepoz_POS_Tigers_Den_Melbourne,blend11,STM202504015004,AcquiringService,blend,AUD,1274.87,20.08,1254.79
2025-04,OolioGroup,Bepoz_POS_Tigers_Den_Melbourne,blend11,STM202504015004,AcquiringService,interchange,AUD,0,545.10,-545.10
2025-04,OolioGroup,Bepoz_POS_Tigers_Den_Melbourne,blend11,STM202504015004,AcquiringService,ixMarkup,AUD,0,19.78,-19.78
2025-04,OolioGroup,Bepoz_POS_Tigers_Den_Melbourne,blend11,STM202504015004,AcquiringService,schemeFee,AUD,0,354.89,-354.89
2025-04,OolioGroup,Bepoz_POS_Tigers_Den_Melbourne,blend11,STM202504015004,NonTransactionalSchemeFee,asIs,AUD,4.14,4.14,0.00
2025-04,OolioGroup,Bepoz_POS_Tigers_Den_Melbourne,blend11,STM202504015004,ProcessingService,fee,AUD,0,287.25,-287.25
2025-04,OolioGroup,Bepoz_POS_Tigers_Den_Melbourne,blend11,STM202504015004,SalesDayPayout,blend,AUD,0,15.48,-15.48
2025-04,OolioGroup,Bepoz_POS_Top_Pub_Commercial_Hotel,blend08,STM202504015147,AcquiringService,asIs,AUD,0,0.19,-0.19
2025-04,OolioGroup,Bepoz_POS_Top_Pub_Commercial_Hotel,blend08,STM202504015147,AcquiringService,blend,AUD,2625.61,17.66,2607.95
2025-04,OolioGroup,Bepoz_POS_Top_Pub_Commercial_Hotel,blend08,STM202504015147,AcquiringService,interchange,AUD,0,561.73,-561.73
2025-04,OolioGroup,Bepoz_POS_Top_Pub_Commercial_Hotel,blend08,STM202504015147,AcquiringService,ixMarkup,AUD,0,33.33,-33.33
2025-04,OolioGroup,Bepoz_POS_Top_Pub_Commercial_Hotel,blend08,STM202504015147,AcquiringService,schemeFee,AUD,0,214.34,-214.34
2025-04,OolioGroup,Bepoz_POS_Top_Pub_Commercial_Hotel,blend08,STM202504015147,NonTransactionalSchemeFee,asIs,AUD,7.46,7.46,0.00
2025-04,OolioGroup,Bepoz_POS_Top_Pub_Commercial_Hotel,blend08,STM202504015147,ProcessingService,fee,AUD,0,211.68,-211.68
2025-04,OolioGroup,Bepoz_POS_Top_Pub_Commercial_Hotel,blend08,STM202504015147,SalesDayPayout,blend,AUD,0,35.20,-35.20
2025-04,OolioGroup,Bepoz_POS_Twisted_Sista_FG_Lower,blend11,STM202504014938,AcquiringService,asIs,AUD,0,1.26,-1.26
2025-04,OolioGroup,Bepoz_POS_Twisted_Sista_FG_Lower,blend11,STM202504014938,AcquiringService,blend,AUD,1904.42,7.48,1896.94
2025-04,OolioGroup,Bepoz_POS_Twisted_Sista_FG_Lower,blend11,STM202504014938,AcquiringService,interchange,AUD,0,452.87,-452.87
2025-04,OolioGroup,Bepoz_POS_Twisted_Sista_FG_Lower,blend11,STM202504014938,AcquiringService,ixMarkup,AUD,0,23.25,-23.25
2025-04,OolioGroup,Bepoz_POS_Twisted_Sista_FG_Lower,blend11,STM202504014938,AcquiringService,schemeFee,AUD,0,237.55,-237.55
2025-04,OolioGroup,Bepoz_POS_Twisted_Sista_FG_Lower,blend11,STM202504014938,NonTransactionalSchemeFee,asIs,AUD,4.29,4.29,0.00
2025-04,OolioGroup,Bepoz_POS_Twisted_Sista_FG_Lower,blend11,STM202504014938,ProcessingService,fee,AUD,0,228.96,-228.96
2025-04,OolioGroup,Bepoz_POS_Twisted_Sista_FG_Lower,blend11,STM202504014938,SalesDayPayout,blend,AUD,0,23.13,-23.13
2025-04,OolioGroup,Bepoz_POS_Twisted_Sista_Frankston,blend11,STM202504015159,NonTransactionalSchemeFee,asIs,AUD,0.64,0.64,0.00
2025-04,OolioGroup,Bepoz_POS_Vegas_Group_Fabric_Night,blend11,STM202504015104,AcquiringService,asIs,AUD,0,7.72,-7.72
2025-04,OolioGroup,Bepoz_POS_Vegas_Group_Fabric_Night,blend11,STM202504015104,AcquiringService,blend,AUD,6205.57,41.14,6164.43
2025-04,OolioGroup,Bepoz_POS_Vegas_Group_Fabric_Night,blend11,STM202504015104,AcquiringService,interchange,AUD,0,1658.77,-1658.77
2025-04,OolioGroup,Bepoz_POS_Vegas_Group_Fabric_Night,blend11,STM202504015104,AcquiringService,ixMarkup,AUD,0,97.13,-97.13
2025-04,OolioGroup,Bepoz_POS_Vegas_Group_Fabric_Night,blend11,STM202504015104,AcquiringService,schemeFee,AUD,0,971.63,-971.63
2025-04,OolioGroup,Bepoz_POS_Vegas_Group_Fabric_Night,blend11,STM202504015104,NonTransactionalSchemeFee,asIs,AUD,23.75,23.75,0.00
2025-04,OolioGroup,Bepoz_POS_Vegas_Group_Fabric_Night,blend11,STM202504015104,ProcessingService,fee,AUD,0,567.54,-567.54
2025-04,OolioGroup,Bepoz_POS_Vegas_Group_Fabric_Night,blend11,STM202504015104,SalesDayPayout,blend,AUD,0,75.37,-75.37
2025-04,OolioGroup,Bepoz_POS_Vine_Hotel_Wangaratta,blend11,STM202504015109,AcquiringService,asIs,AUD,0,0.10,-0.10
2025-04,OolioGroup,Bepoz_POS_Vine_Hotel_Wangaratta,blend11,STM202504015109,AcquiringService,blend,AUD,1200.02,0.00,1200.02
2025-04,OolioGroup,Bepoz_POS_Vine_Hotel_Wangaratta,blend11,STM202504015109,AcquiringService,interchange,AUD,0,189.51,-189.51
2025-04,OolioGroup,Bepoz_POS_Vine_Hotel_Wangaratta,blend11,STM202504015109,AcquiringService,ixMarkup,AUD,0,13.92,-13.92
2025-04,OolioGroup,Bepoz_POS_Vine_Hotel_Wangaratta,blend11,STM202504015109,AcquiringService,schemeFee,AUD,0,67.14,-67.14
2025-04,OolioGroup,Bepoz_POS_Vine_Hotel_Wangaratta,blend11,STM202504015109,NonTransactionalSchemeFee,asIs,AUD,3.35,3.35,0.00
2025-04,OolioGroup,Bepoz_POS_Vine_Hotel_Wangaratta,blend11,STM202504015109,ProcessingService,fee,AUD,0,51.03,-51.03
2025-04,OolioGroup,Bepoz_POS_Vine_Hotel_Wangaratta,blend11,STM202504015109,SalesDayPayout,blend,AUD,0,14.58,-14.58
2025-04,OolioGroup,Bepoz_POS_Woolamai_Pizza,blend11,STM202504014822,AcquiringService,asIs,AUD,0,0.22,-0.22
2025-04,OolioGroup,Bepoz_POS_Woolamai_Pizza,blend11,STM202504014822,AcquiringService,blend,AUD,630.89,9.64,621.25
2025-04,OolioGroup,Bepoz_POS_Woolamai_Pizza,blend11,STM202504014822,AcquiringService,interchange,AUD,0,118.22,-118.22
2025-04,OolioGroup,Bepoz_POS_Woolamai_Pizza,blend11,STM202504014822,AcquiringService,ixMarkup,AUD,0,8.81,-8.81
2025-04,OolioGroup,Bepoz_POS_Woolamai_Pizza,blend11,STM202504014822,AcquiringService,schemeFee,AUD,0,43.82,-43.82
2025-04,OolioGroup,Bepoz_POS_Woolamai_Pizza,blend11,STM202504014822,NonTransactionalSchemeFee,asIs,AUD,2.44,2.44,0.00
2025-04,OolioGroup,Bepoz_POS_Woolamai_Pizza,blend11,STM202504014822,ProcessingService,fee,AUD,0,30.87,-30.87
2025-04,OolioGroup,Bepoz_POS_Woolamai_Pizza,blend11,STM202504014822,SalesDayPayout,blend,AUD,0,7.66,-7.66
2025-04,OolioGroup,Bepoz_POS_YoKli,blend11,STM202504014843,AcquiringService,asIs,AUD,0,0.20,-0.20
2025-04,OolioGroup,Bepoz_POS_YoKli,blend11,STM202504014843,AcquiringService,blend,AUD,623.81,9.59,614.22
2025-04,OolioGroup,Bepoz_POS_YoKli,blend11,STM202504014843,AcquiringService,interchange,AUD,0,187.82,-187.82
2025-04,OolioGroup,Bepoz_POS_YoKli,blend11,STM202504014843,AcquiringService,ixMarkup,AUD,0,9.56,-9.56
2025-04,OolioGroup,Bepoz_POS_YoKli,blend11,STM202504014843,AcquiringService,schemeFee,AUD,0,96.70,-96.70
2025-04,OolioGroup,Bepoz_POS_YoKli,blend11,STM202504014843,NonTransactionalSchemeFee,asIs,AUD,2.44,2.44,0.00
2025-04,OolioGroup,Bepoz_POS_YoKli,blend11,STM202504014843,ProcessingService,fee,AUD,0,80.82,-80.82
2025-04,OolioGroup,Bepoz_POS_YoKli,blend11,STM202504014843,SalesDayPayout,blend,AUD,0,7.58,-7.58
2025-04,OolioGroup,Bepoz_Pos_Adelaide_Bowling_Club,blend11,STM202504015165,AcquiringService,asIs,AUD,0,0.02,-0.02
2025-04,OolioGroup,Bepoz_Pos_Adelaide_Bowling_Club,blend11,STM202504015165,AcquiringService,blend,AUD,880.86,89.59,791.27
2025-04,OolioGroup,Bepoz_Pos_Adelaide_Bowling_Club,blend11,STM202504015165,AcquiringService,interchange,AUD,0,220.43,-220.43
2025-04,OolioGroup,Bepoz_Pos_Adelaide_Bowling_Club,blend11,STM202504015165,AcquiringService,ixMarkup,AUD,0,11.70,-11.70
2025-04,OolioGroup,Bepoz_Pos_Adelaide_Bowling_Club,blend11,STM202504015165,AcquiringService,schemeFee,AUD,0,77.17,-77.17
2025-04,OolioGroup,Bepoz_Pos_Adelaide_Bowling_Club,blend11,STM202504015165,NonTransactionalSchemeFee,asIs,AUD,4.14,4.14,0.00
2025-04,OolioGroup,Bepoz_Pos_Adelaide_Bowling_Club,blend11,STM202504015165,ProcessingService,fee,AUD,0,67.26,-67.26
2025-04,OolioGroup,Bepoz_Pos_Adelaide_Bowling_Club,blend11,STM202504015165,SalesDayPayout,blend,AUD,0,10.70,-10.70
2025-04,OolioGroup,Bepoz_Pos_Alfies_Italian,blend11,STM202504015003,AcquiringService,asIs,AUD,0,0.10,-0.10
2025-04,OolioGroup,Bepoz_Pos_Alfies_Italian,blend11,STM202504015003,AcquiringService,blend,AUD,1828.66,120.69,1707.97
2025-04,OolioGroup,Bepoz_Pos_Alfies_Italian,blend11,STM202504015003,AcquiringService,interchange,AUD,0,320.99,-320.99
2025-04,OolioGroup,Bepoz_Pos_Alfies_Italian,blend11,STM202504015003,AcquiringService,ixMarkup,AUD,0,30.22,-30.22
2025-04,OolioGroup,Bepoz_Pos_Alfies_Italian,blend11,STM202504015003,AcquiringService,schemeFee,AUD,0,72.12,-72.12
2025-04,OolioGroup,Bepoz_Pos_Alfies_Italian,blend11,STM202504015003,NonTransactionalSchemeFee,asIs,AUD,7.90,7.90,0.00
2025-04,OolioGroup,Bepoz_Pos_Alfies_Italian,blend11,STM202504015003,ProcessingService,fee,AUD,0,22.23,-22.23
2025-04,OolioGroup,Bepoz_Pos_Alfies_Italian,blend11,STM202504015003,SalesDayPayout,blend,AUD,0,22.21,-22.21
2025-04,OolioGroup,Bepoz_Pos_Bairnsdale_Club,blend11,STM202504014910,AcquiringService,asIs,AUD,0,0.04,-0.04
2025-04,OolioGroup,Bepoz_Pos_Bairnsdale_Club,blend11,STM202504014910,AcquiringService,blend,AUD,776.96,2.81,774.15
2025-04,OolioGroup,Bepoz_Pos_Bairnsdale_Club,blend11,STM202504014910,AcquiringService,interchange,AUD,0,113.98,-113.98
2025-04,OolioGroup,Bepoz_Pos_Bairnsdale_Club,blend11,STM202504014910,AcquiringService,ixMarkup,AUD,0,6.66,-6.66
2025-04,OolioGroup,Bepoz_Pos_Bairnsdale_Club,blend11,STM202504014910,AcquiringService,schemeFee,AUD,0,45.75,-45.75
2025-04,OolioGroup,Bepoz_Pos_Bairnsdale_Club,blend11,STM202504014910,NonTransactionalSchemeFee,asIs,AUD,1.38,1.38,0.00
2025-04,OolioGroup,Bepoz_Pos_Bairnsdale_Club,blend11,STM202504014910,ProcessingService,fee,AUD,0,47.28,-47.28
2025-04,OolioGroup,Bepoz_Pos_Bairnsdale_Club,blend11,STM202504014910,SalesDayPayout,blend,AUD,0,9.44,-9.44
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Paddington,blend11,STM202504014833,AcquiringService,asIs,AUD,0,0.43,-0.43
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Paddington,blend11,STM202504014833,AcquiringService,blend,AUD,1684.84,129.28,1555.56
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Paddington,blend11,STM202504014833,AcquiringService,interchange,AUD,0,536.02,-536.02
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Paddington,blend11,STM202504014833,AcquiringService,ixMarkup,AUD,0,28.77,-28.77
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Paddington,blend11,STM202504014833,AcquiringService,schemeFee,AUD,0,295.20,-295.20
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Paddington,blend11,STM202504014833,NonTransactionalSchemeFee,asIs,AUD,6.00,6.00,0.00
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Paddington,blend11,STM202504014833,ProcessingService,fee,AUD,0,215.43,-215.43
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Paddington,blend11,STM202504014833,SalesDayPayout,blend,AUD,0,20.46,-20.46
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Randwick,blend11,STM202504015139,AcquiringService,asIs,AUD,0,0.91,-0.91
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Randwick,blend11,STM202504015139,AcquiringService,blend,AUD,4454.48,321.80,4132.68
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Randwick,blend11,STM202504015139,AcquiringService,interchange,AUD,0,1343.82,-1343.82
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Randwick,blend11,STM202504015139,AcquiringService,ixMarkup,AUD,0,74.77,-74.77
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Randwick,blend11,STM202504015139,AcquiringService,schemeFee,AUD,0,679.68,-679.68
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Randwick,blend11,STM202504015139,NonTransactionalSchemeFee,asIs,AUD,14.10,14.10,0.00
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Randwick,blend11,STM202504015139,ProcessingService,fee,AUD,0,514.83,-514.83
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Randwick,blend11,STM202504015139,SalesDayPayout,blend,AUD,0,54.10,-54.10
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Rose_Bay,blend11,STM202504015021,AcquiringService,asIs,AUD,0,0.56,-0.56
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Rose_Bay,blend11,STM202504015021,AcquiringService,blend,AUD,3127.24,388.17,2739.07
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Rose_Bay,blend11,STM202504015021,AcquiringService,interchange,AUD,0,916.00,-916.00
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Rose_Bay,blend11,STM202504015021,AcquiringService,ixMarkup,AUD,0,50.00,-50.00
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Rose_Bay,blend11,STM202504015021,AcquiringService,schemeFee,AUD,0,453.07,-453.07
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Rose_Bay,blend11,STM202504015021,NonTransactionalSchemeFee,asIs,AUD,9.48,9.48,0.00
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Rose_Bay,blend11,STM202504015021,ProcessingService,fee,AUD,0,357.12,-357.12
2025-04,OolioGroup,Bepoz_Pos_Bake_Bar_Rose_Bay,blend11,STM202504015021,SalesDayPayout,blend,AUD,0,37.98,-37.98
2025-04,OolioGroup,Bepoz_Pos_Ballarat_Leagues_Club,blend08,STM202504015107,AcquiringService,asIs,AUD,0,0.10,-0.10
2025-04,OolioGroup,Bepoz_Pos_Ballarat_Leagues_Club,blend08,STM202504015107,AcquiringService,blend,AUD,552.87,3.10,549.77
2025-04,OolioGroup,Bepoz_Pos_Ballarat_Leagues_Club,blend08,STM202504015107,AcquiringService,interchange,AUD,0,108.10,-108.10
2025-04,OolioGroup,Bepoz_Pos_Ballarat_Leagues_Club,blend08,STM202504015107,AcquiringService,ixMarkup,AUD,0,6.57,-6.57
2025-04,OolioGroup,Bepoz_Pos_Ballarat_Leagues_Club,blend08,STM202504015107,AcquiringService,schemeFee,AUD,0,43.53,-43.53
2025-04,OolioGroup,Bepoz_Pos_Ballarat_Leagues_Club,blend08,STM202504015107,NonTransactionalSchemeFee,asIs,AUD,0.88,0.88,0.00
2025-04,OolioGroup,Bepoz_Pos_Ballarat_Leagues_Club,blend08,STM202504015107,ProcessingService,fee,AUD,0,37.98,-37.98
2025-04,OolioGroup,Bepoz_Pos_Ballarat_Leagues_Club,blend08,STM202504015107,SalesDayPayout,blend,AUD,0,7.41,-7.41
2025-04,OolioGroup,Bepoz_Pos_Ballarat_Yacht_Club,blend08,STM202504015133,AcquiringService,asIs,AUD,0,0.14,-0.14
2025-04,OolioGroup,Bepoz_Pos_Ballarat_Yacht_Club,blend08,STM202504015133,AcquiringService,blend,AUD,3011.45,77.49,2933.96
2025-04,OolioGroup,Bepoz_Pos_Ballarat_Yacht_Club,blend08,STM202504015133,AcquiringService,interchange,AUD,0,688.46,-688.46
2025-04,OolioGroup,Bepoz_Pos_Ballarat_Yacht_Club,blend08,STM202504015133,AcquiringService,ixMarkup,AUD,0,44.46,-44.46
2025-04,OolioGroup,Bepoz_Pos_Ballarat_Yacht_Club,blend08,STM202504015133,AcquiringService,schemeFee,AUD,0,257.18,-257.18
2025-04,OolioGroup,Bepoz_Pos_Ballarat_Yacht_Club,blend08,STM202504015133,NonTransactionalSchemeFee,asIs,AUD,9.45,9.45,0.00
